IDnum,GSSyear,sex,race,Age,maritalstatus,PlaceLived16,Region16,BornHere,ageism,racism,HighestDegree,DegreeField,baEarnRate,collStudEnroll,colltype,income,hrsLastWk,jobstatus,selfEmploy,GovOrPriv,IndusCode,pctColleagueWdegree
1704,2014,Female,White,56,Widowed,Town lt 50000,E. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,35,Working fulltime,Self-employed,Private,Construction,65
1704,2012,Male,White,24,Married,City gt 250000,Mountain,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$20000 - 24999,89,Working fulltime,Someone else,Government,U.s. armed forces/n.s.,87
1705,2014,Male,White,51,Married,Farm,E. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,62,Working fulltime,Someone else,Private,"Pulp, paper, and paperboard mills",22
1705,2012,Male,White,32,Married,Town lt 50000,E. nor. central,Yes,No,No,Graduate,Mathmatics,58%+,468+,"Public, 4-year or above",$25000 or more,55,Working fulltime,Someone else,Government,"Colleges and universities, including junior colleges",99
1706,2014,Male,White,47,Married,Town lt 50000,E. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,58,Working fulltime,Someone else,Private,Couriers and messengers,46
1706,2012,Male,White,50,Married,Town lt 50000,Mountain,Yes,No,No,Graduate,Engineering,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,60,Working fulltime,Someone else,Government,U.s. armed forces/n.s.,87
1707,2012,Female,White,20,Never married,Town lt 50000,Mountain,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,School,Not applicable,Not applicable,Not applicable,0
1707,2014,Female,White,32,Never married,50000 to 250000,E. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,60,Working fulltime,Someone else,Government,Administration of economic programs and space research,85
1708,2012,Female,White,71,Divorced,Town lt 50000,E. nor. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private, restaurants and other food services,44
1708,2014,Male,White,64,Married,50000 to 250000,E. sou. central,Yes,No,No,Bachelor,Business administration,0-39.9%,468+,"Public, 4-year or above",$25000 or more,40,Working fulltime,Self-employed,Private,Advertising and related services,92
1709,2012,Female,White,88,Widowed,City gt 250000,Middle atlantic,Yes,Not applicable,Not applicable,Graduate,Education,40-57.9%,468+,"Public, 4-year or above",0,0,Retired,Someone else,Government,Elementary and secondary schools,99
1709,2014,Female,Black,41,Separated,Big-city suburb,E. sou. central,Yes,Not applicable,Not applicable,Graduate,Health,Not applicable,468+,"Private not-for-profit, 4-year or above",$25000 or more,Not applicable,Temp not working,Someone else,Government,Elementary and secondary schools,99
1710,2014,Female,Black,20,Never married,Town lt 50000,E. sou. central,No,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$1000 to 2999,Not applicable,School,Someone else,Private,Music stores,22
1710,2012,Female,White,24,Never married,City gt 250000,Mountain,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$8000 to 9999,Not applicable,Keeping house,Someone else,Private,Beauty salons,38
1711,2012,Female,Other,56,Separated,Town lt 50000,Foreign,No,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Refused,0,"Unempl, laid off",Someone else,Government,Nursing care facilities,0
1711,2014,Male,White,59,Never married,50000 to 250000,E. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,Automobile dealers,30
1712,2012,Male,White,56,Married,Town lt 50000,Middle atlantic,Yes,No,No,Graduate,Engineering,58%+,468+,"Public, 4-year or above",$25000 or more,55,Working fulltime,Someone else,Private,"Electronic component and product manufacturing, n.e.c.",94
1712,2014,Female,Black,43,Divorced,50000 to 250000,E. sou. central,Yes,No,No,Bachelor,Not applicable,0-39.9%,468+,"Public, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Government,Elementary and secondary schools,95
1713,2012,Female,White,49,Married,50000 to 250000,Pacific,Yes,Not applicable,Not applicable,Junior college,Not applicable,Not applicable,468+,"Public, 2-year",0,0,"Unempl, laid off",Someone else,Private,Not specified retail trade,55
1713,2014,Female,Black,22,Never married,50000 to 250000,E. sou. central,Yes,Not applicable,Not applicable,Bachelor,Not applicable,0-39.9%,468+,"Public, 4-year or above",$10000 - 14999,40,Working fulltime,Someone else,Private,Pharmacies and drug stores,66
1714,2012,Male,White,48,Married,City gt 250000,Middle atlantic,Yes,No,No,Junior college,Industry & techn,No answer,No answer,"Public, 2-year",Refused,40,Working fulltime,Someone else,Government,Construction,37
1714,2014,Male,Black,39,Divorced,Town lt 50000,E. sou. central,Yes,No,No,Graduate,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Government,National security and international affairs,82
1715,2014,Female,Black,30,Never married,Town lt 50000,E. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,31,Working fulltime,Someone else,Private,Motor vehicles and motor vehicle equipment manufacturing,25
1715,2012,Male,White,59,Married,Town lt 50000,Pacific,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,70,Working fulltime,Self-employed,No answer,Other personal services,46
1716,2014,Female,Black,57,Divorced,City gt 250000,E. nor. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,80,Working fulltime,Someone else,Private,Home health care services,41
1716,2012,Female,White,82,Widowed,Town lt 50000,W. sou. central,No answer,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Self-employed,Private, restaurants and other food services,54
1717,2014,Male,Black,20,Never married,Town lt 50000,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,School,Someone else,Private, restaurants and other food services,44
1717,2012,Female,White,65,Married,Town lt 50000,Middle atlantic,Yes,No,No,Junior college,Law,Not applicable,0-467,"Private for-profit, less-than 2-year",Lt $1000,Not applicable,Temp not working,Someone else,Private,Religious organizations,91
1718,2014,Female,Black,38,Divorced,50000 to 250000,E. sou. central,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,School,Not applicable,Not applicable,Not applicable,0
1718,2012,Female,Other,79,Married,Farm,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,"Fabric mills, except knitting mills",17
1719,2012,Male,White,49,Married,"Country,nonfarm",W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,89,Working fulltime,Someone else,Government,"Justice, public order, and safety activities",72
1719,2014,Female,Black,87,Widowed,Farm,E. sou. central,Yes,Not applicable,Not applicable,Graduate,Not applicable,0-39.9%,468+,"Public, 4-year or above",0,0,Retired,Someone else,Government,Elementary and secondary schools,99
1720,2014,Female,Black,58,Widowed,Town lt 50000,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Someone else,Private, restaurants and other food services,22
1720,2012,Female,White,36,Married,50000 to 250000,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Government,"Justice, public order, and safety activities",58
1721,2014,Female,Black,34,Married,Town lt 50000,E. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$3000 to 3999,18,Working parttime,Someone else,Private,Pharmacies and drug stores,35
1721,2012,Male,Black,55,Married,City gt 250000,Middle atlantic,Yes,No,No,Graduate,Not applicable,Not applicable,468+,"Public, 2-year",$25000 or more,70,Working fulltime,Someone else,Private,Hospitals,100
1722,2012,Male,White,59,Divorced,City gt 250000,Pacific,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Automotive repair and maintenance,30
1722,2014,Male,Black,67,Married,Town lt 50000,E. sou. central,Yes,Not applicable,Not applicable,Bachelor,Not applicable,0-39.9%,468+,"Private not-for-profit, 4-year or above",0,0,Retired,Someone else,Government,Individual and family services,67
1723,2014,Female,White,60,Divorced,"Country,nonfarm",E. sou. central,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Not specified manufacturing industries,17
1723,2012,Female,White,52,Married,Town lt 50000,W. nor. central,Yes,No,No,Graduate,Not applicable,58%+,468+,"Public, 4-year or above",$15000 - 19999,24,Working parttime,Someone else,Private,"Civic, social, advocacy organizations, and grantmaking and giving services",97
1724,2014,Male,White,47,Divorced,"Country,nonfarm",E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Someone else,Private,Construction,13
1724,2012,Female,White,74,Never married,Farm,W. sou. central,Yes,Not applicable,Not applicable,Graduate,Not applicable,58%+,468+,"Public, 4-year or above",0,0,Retired,Someone else,Government,"Colleges and universities, including junior colleges",100
1725,2014,Female,White,22,Never married,Town lt 50000,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Not applicable,Not applicable,Not applicable,0
1725,2012,Male,White,33,Married,50000 to 250000,W. sou. central,Yes,No,No,Bachelor,Finance,40-57.9%,468+,"Private not-for-profit, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Private,"Accounting, tax preparation, bookkeeping, and payroll services",94
1726,2012,Male,White,44,Married,Big-city suburb,Mountain,Yes,No,No,Bachelor,Visual arts/graphic design,58%+,468+,"Public, 4-year or above",Not applicable,48,Working fulltime,Someone else,Private,"Securities, commodities, funds, trusts, and other financial investments",83
1726,2014,Male,White,52,Married,Big-city suburb,E. nor. central,Yes,No,No,Graduate,Not applicable,40-57.9%,468+,"Public, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Government,Elementary and secondary schools,92
1727,2014,Female,Black,30,Never married,City gt 250000,E. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,50,Working fulltime,Someone else,Government,"Residential care facilities, without nursing",22
1727,2012,Female,White,48,Married,Town lt 50000,W. sou. central,Yes,Not applicable,Not applicable,Bachelor,Business administration,40-57.9%,468+,"Private not-for-profit, 4-year or above",Not applicable,Not applicable,Other,Someone else,Private,Hospitals,82
1728,2014,Male,White,82,Married,50000 to 250000,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Wired telecommunications carriers,54
1728,2012,Female,White,32,Married,City gt 250000,W. sou. central,Yes,No,No,Junior college,Not applicable,Not applicable,468+,"Public, 2-year",$25000 or more,32,Working parttime,Someone else,Private,Hospitals,96
1729,2014,Female,Black,68,Divorced,50000 to 250000,South atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Don't know,Don't know,Working parttime,Someone else,Private,Department stores and discount stores,35
1729,2012,Female,White,39,Married,"Country,nonfarm",E. nor. central,Yes,Not applicable,Not applicable,Graduate,Psychology,0-39.9%,468+,"Private not-for-profit, 4-year or above",Not applicable,Not applicable,Keeping house,Someone else,Government,Elementary and secondary schools,99
1730,2014,Male,Black,46,Married,Town lt 50000,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,89,Working fulltime,Someone else,Private,Home health care services,41
1730,2012,Female,Black,39,Divorced,Big-city suburb,W. sou. central,Yes,No,No,Bachelor,Engineering,58%+,468+,"Public, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Government,U.s. armed forces/n.s.,87
1731,2014,Female,White,22,Never married,"Country,nonfarm",E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Not applicable,Not applicable,Not applicable,0
1731,2012,Female,White,54,Married,Big-city suburb,E. sou. central,Yes,Not applicable,Not applicable,Graduate,Not applicable,40-57.9%,468+,"Public, 4-year or above",Not applicable,Not applicable,Keeping house,Someone else,Government,Elementary and secondary schools,99
1732,2014,Female,Black,25,Never married,Town lt 50000,E. sou. central,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$4000 to 4999,0,"Unempl, laid off",Someone else,Private, restaurants and other food services,44
1732,2012,Female,White,71,Married,Farm,W. nor. central,Yes,Not applicable,Not applicable,Bachelor,Education,40-57.9%,468+,"Private not-for-profit, 4-year or above",0,0,Retired,Someone else,Private,Hospitals,98
1733,2014,Male,Black,32,Never married,Town lt 50000,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Lt $1000,0,"Unempl, laid off",Someone else,Private,"Colleges and universities, including junior colleges",14
1733,2012,Female,Black,35,Never married,Big-city suburb,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,Insurance carriers and related activities,76
1734,2014,Male,White,60,Married,Big-city suburb,E. sou. central,Yes,No,No,Bachelor,Not applicable,58%+,468+,"Public, 4-year or above",$25000 or more,45,Working fulltime,Self-employed,Private,Construction,59
1734,2012,Male,Other,38,Married,Town lt 50000,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,80,Working fulltime,Someone else,Private,Construction,59
1735,2012,Female,White,52,Divorced,"Country,nonfarm",W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$10000 - 14999,65,Working fulltime,Someone else,Private,Gasoline stations,55
1735,2014,Male,White,34,Married,50000 to 250000,E. nor. central,Yes,No,No,Graduate,Law,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Government,"Justice, public order, and safety activities",99
1736,2012,Female,White,73,Married,Farm,W. sou. central,Yes,No,No,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$10000 - 14999,30,Working parttime,Someone else,Government,"Community food and housing, and emergency services",87
1736,2014,Female,White,67,Married,"Country,nonfarm",South atlantic,Yes,Not applicable,Not applicable,Bachelor,Education,40-57.9%,468+,"Public, 4-year or above",Not applicable,Not applicable,Keeping house,Someone else,Government,Elementary and secondary schools,99
1737,2014,Male,White,40,Divorced,"Country,nonfarm",Middle atlantic,Yes,No,No,Bachelor,Not applicable,40-57.9%,468+,"Public, 4-year or above",$25000 or more,55,Working fulltime,Someone else,Private,Commercial and industrial machinery and equipment repair and maintenance,46
1737,2012,Female,White,75,Widowed,Town lt 50000,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Wired telecommunications carriers,83
1738,2012,Female,Other,89 or older,Widowed,Farm,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Government,U.s. armed forces/n.s.,77
1738,2014,Male,White,62,Married,City gt 250000,Middle atlantic,Yes,No,No,Graduate,Not applicable,58%+,468+,"Public, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Private,Legal services,99
1739,2014,Female,White,75,Widowed,Farm,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Self-employed,Private,Landscaping services,65
1739,2012,Male,White,46,Divorced,"Country,nonfarm",W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,45,Working fulltime,Someone else,Government,U.s. armed forces/n.s.,87
1740,2014,Male,White,30,Married,City gt 250000,South atlantic,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$10000 - 14999,20,Working parttime,Someone else,Private, restaurants and other food services,44
1740,2012,Female,White,37,Divorced,"Country,nonfarm",W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,Not applicable,Temp not working,Someone else,Private,"Jewelry, luggage, and leather goods stores",55
1741,2012,Female,White,84,Widowed,Town lt 50000,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Miscellaneous wood products,18
1741,2014,Male,Other,32,Never married,Big-city suburb,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,38,Working fulltime,Someone else,Private, restaurants and other food services,54
1742,2012,Female,White,55,Married,Town lt 50000,W. sou. central,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Motor vehicles and motor vehicle equipment manufacturing,22
1742,2014,Male,White,49,Married,"Country,nonfarm",W. sou. central,Yes,Not applicable,Not applicable,Bachelor,Business administration,40-57.9%,468+,"Private not-for-profit, 4-year or above",0,0,Retired,Someone else,Government,U.s. army,77
1743,2014,Female,White,28,Married,"Country,nonfarm",E. sou. central,Yes,No,No,Junior college,Not applicable,Not applicable,468+,"Private for-profit, 4-year or above",$20000 - 24999,30,Working fulltime,Someone else,Private,Offices of dentists,56
1743,2012,Male,White,73,Widowed,Town lt 50000,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Petroleum refining,83
1744,2012,Male,White,41,Married,"Country,nonfarm",W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,70,Working fulltime,Someone else,Private,Construction,35
1744,2014,Female,Black,43,Separated,Big-city suburb,E. sou. central,Yes,No,No,Junior college,Business administration,Not applicable,Not applicable,Not applicable,$25000 or more,65,Working fulltime,Someone else,Private,Hospitals,61
1745,2012,Female,White,51,Divorced,"Country,nonfarm",W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,"Unempl, laid off",Someone else,Private,Music stores,35
1745,2014,Male,White,46,Divorced,City gt 250000,South atlantic,Yes,No,No,Graduate,Not applicable,40-57.9%,468+,"Public, 4-year or above",$25000 or more,50,Working fulltime,Someone else,Government,National security and international affairs,83
1746,2012,Male,White,65,Divorced,Farm,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Truck transportation,25
1746,2014,Female,Black,42,Widowed,Town lt 50000,E. nor. central,Yes,Not applicable,Not applicable,Bachelor,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Private,Electronic shopping,56
1747,2012,Male,White,58,Married,50000 to 250000,Pacific,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Someone else,Private,Other health care services,75
1747,2014,Male,Other,63,Separated,Town lt 50000,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$20000 - 24999,0,Retired,Someone else,Government,National security and international affairs,77
1748,2014,Male,White,54,Never married,City gt 250000,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,"Unempl, laid off",Someone else,Private,Computer and peripheral equipment manufacturing    ,19
1748,2012,Female,White,71,Widowed,Town lt 50000,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Grocery stores,35
1749,2014,Female,White,68,Married,Big-city suburb,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Insurance carriers and related activities,61
1749,2012,Female,White,32,Divorced,"Country,nonfarm",W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,34,Working fulltime,Someone else,Private,Offices of physicians,69
1750,2012,Female,Black,43,Never married,Town lt 50000,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$20000 - 24999,44,Working fulltime,Someone else,Private,Animal slaughtering and processing,19
1750,2014,Female,White,76,Married,City gt 250000,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Government,Administration of economic programs and space research,56
1751,2012,Female,White,28,Divorced,Town lt 50000,W. sou. central,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Not applicable,Not applicable,Not applicable,0
1751,2014,Female,White,67,Widowed,Big-city suburb,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Legal services,82
1752,2012,Female,White,46,Divorced,"Country,nonfarm",W. sou. central,Yes,No,Yes,High school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,32,Working fulltime,Someone else,Private,Nursing care facilities,17
1752,2014,Male,Other,41,Separated,City gt 250000,Foreign,No,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$8000 to 9999,40,Working fulltime,Someone else,Private,Furniture and home furnishings stores,19
1753,2012,Female,White,49,Married,"Country,nonfarm",W. sou. central,No,No,No,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Don't know,37,Working fulltime,Someone else,Private,Animal slaughtering and processing,17
1753,2014,Male,White,64,Married,City gt 250000,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,Wired telecommunications carriers,64
1754,2012,Female,White,75,Married,Town lt 50000,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,31,Working parttime,Self-employed,Private,Beauty salons,38
1754,2014,Male,Other,74,Married,City gt 250000,Foreign,No,Not applicable,Not applicable,Graduate,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,0,Retired,Someone else,Government,Offices of physicians,100
1755,2012,Female,Black,54,Divorced,Farm,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$20000 - 24999,40,Working fulltime,Someone else,Private,Not specified food industries,17
1755,2014,Male,White,44,Married,50000 to 250000,E. sou. central,Yes,Not applicable,Not applicable,Bachelor,Not applicable,58%+,468+,"Public, 4-year or above",$25000 or more,0,"Unempl, laid off",Someone else,Private,"Health and personal care, except drug, stores",56
1756,2012,Female,Black,52,Never married,Town lt 50000,W. sou. central,Yes,No,No,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$1000 to 2999,31,Working parttime,Someone else,Government,Home health care services,22
1756,2014,Female,White,69,Married,Big-city suburb,E. sou. central,Yes,Not applicable,Not applicable,Graduate,Education,40-57.9%,468+,"Public, 4-year or above",0,0,Retired,Someone else,Government,Elementary and secondary schools,99
1757,2012,Male,White,21,Never married,Town lt 50000,W. sou. central,Yes,No answer,No answer,High school,Not applicable,Not applicable,Not applicable,Not applicable,$1000 to 2999,No answer,Working parttime,Someone else,Private,Radio and television broadcasting and cable subscription programming,70
1757,2014,Female,White,51,Married,Big-city suburb,E. sou. central,Yes,Not applicable,Not applicable,Bachelor,Business administration,58%+,468+,"Private not-for-profit, 4-year or above",Not applicable,Not applicable,Keeping house,Someone else,Private,Motor vehicles and motor vehicle equipment manufacturing,81
1758,2014,Female,White,86,Married,Farm,E. sou. central,Yes,Not applicable,Not applicable,Graduate,Food science/nutrition/culinary arts,58%+,468+,"Private not-for-profit, 4-year or above",$3000 to 3999,0,Retired,Self-employed,Private,Offices of other health practitioners,82
1758,2012,Male,Other,32,Never married,Town lt 50000,Foreign,No,No,No,Graduate,Theology,58%+,468+,"Private not-for-profit, 4-year or above",$15000 - 19999,80,Working fulltime,Someone else,Private,Religious organizations,89
1759,2012,Female,White,36,Married,"Country,nonfarm",W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,Religious organizations,17
1759,2014,Female,White,58,Married,Big-city suburb,E. nor. central,Yes,Not applicable,Not applicable,Junior college,Not applicable,Not applicable,0-467,"Private not-for-profit, 4-year or above",Not applicable,Not applicable,Keeping house,Someone else,Private,Hospitals,98
1760,2012,Female,White,80,Married,Farm,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Drycleaning and laundry services,17
1760,2014,Female,White,78,Widowed,50000 to 250000,E. nor. central,Yes,No,No,Graduate,Music,58%+,468+,"Public, 4-year or above",Not applicable,10,Working parttime,Someone else,Private,Religious organizations,74
1761,2012,Female,White,54,Married,Town lt 50000,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$10000 - 14999,Not applicable,Keeping house,Someone else,Private,Elementary and secondary schools,59
1761,2014,Female,White,58,Divorced,Farm,E. nor. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Government,Administration of economic programs and space research,65
1762,2014,Male,White,41,Married,Farm,E. sou. central,Yes,Not applicable,Not applicable,Junior college,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Truck transportation,25
1762,2012,Male,White,63,Divorced,"Country,nonfarm",W. sou. central,Yes,No,No,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$8000 to 9999,60,Working fulltime,Self-employed,Private, restaurants and other food services,54
1763,2014,Male,White,50,Never married,Town lt 50000,E. nor. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,"Unempl, laid off",Someone else,Private,Truck transportation,25
1763,2012,Male,White,53,Never married,"Country,nonfarm",E. nor. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$20000 - 24999,44,Working fulltime,Someone else,Private,"Auto parts, accessories, and tire stores",32
1764,2014,Female,White,34,Separated,Farm,E. nor. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$4000 to 4999,0,"Unempl, laid off",Someone else,Private,Waste management and remediation services,42
1764,2012,Female,White,62,Widowed,Town lt 50000,Pacific,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Not specified retail trade,55
1765,2012,Female,White,61,Married,Town lt 50000,W. sou. central,Yes,No,No,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,40,Working fulltime,Someone else,Private,"Miscellaneous manufacturing, n.e.c.",38
1765,2014,Male,White,66,Married,Town lt 50000,E. nor. central,Yes,Not applicable,Not applicable,Graduate,Not applicable,58%+,468+,"Public, 4-year or above",$25000 or more,24,Working parttime,Self-employed,Private,Administration of human resource programs,82
1766,2012,Female,White,75,Married,Farm,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Furniture and home furnishings stores,38
1766,2014,Male,White,52,Never married,Town lt 50000,E. nor. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,Construction,59
1767,2014,Male,White,52,Divorced,"Country,nonfarm",E. nor. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$1000 to 2999,40,Working fulltime,Someone else,Private,Department stores and discount stores,22
